Name	20446_OCI-shC-1_S37_L999_R1_001	20447_OCI-shC-2_S38_L999_R1_001	20450_OCI-shP9-1_S40_L999_R1_001	20451_OCI-shP9-2_S41_L999_R1_001
ENSG00000249054	0	0	0	0
ENSG00000249055	1	0	0	1
ENSG00000249056	0	0	0	1
ENSG00000249057	0	2	1	2
ENSG00000249061	0	0	0	0
ENSG00000249064	0	0	0	0
ENSG00000249065	0	0	0	0
ENSG00000249066	0	0	0	0
ENSG00000249068	0	0	0	0
ENSG00000249069	0	0	0	0
ENSG00000249071	0	0	0	0
ENSG00000249072	10	14	17	5
ENSG00000249073	0	0	0	0
ENSG00000249074	0	0	0	0
ENSG00000249077	0	0	0	0
ENSG00000249079	0	0	0	0
ENSG00000249081	0	0	0	0
ENSG00000249082	0	0	0	0
ENSG00000249084	0	0	0	0
ENSG00000249085	4	0	0	3
ENSG00000249086	0	0	0	0
ENSG00000249087	25	11	19	13
ENSG00000249089	0	0	0	0
ENSG00000249091	0	1	1	0
ENSG00000249092	2	1	2	1
ENSG00000249094	0	2	0	0
ENSG00000249096	2	3	4	3
ENSG00000249098	0	0	0	0
ENSG00000249099	0	0	0	0
ENSG00000249100	0	0	0	0
ENSG00000249101	0	0	0	0
ENSG00000249102	0	0	0	0
ENSG00000249104	0	0	0	0
ENSG00000249105	0	0	0	0
ENSG00000249106	0	0	0	0
ENSG00000249109	0	0	0	0
ENSG00000249111	0	0	0	0
ENSG00000249112	0	0	0	0
ENSG00000249114	0	2	0	0
ENSG00000249115	537	600	513	573
ENSG00000249116	0	0	0	0
ENSG00000249119	11	27	15	21
ENSG00000249122	0	0	0	0
ENSG00000249125	3	6	9	5
ENSG00000249127	0	0	0	0
ENSG00000249128	0	0	0	0
ENSG00000249129	2	3	2	1
ENSG00000249131	0	0	0	0
ENSG00000249135	0	0	0	0
ENSG00000249138	0	1	2	1
ENSG00000249139	0	0	0	0
ENSG00000249140	1	1	0	0
ENSG00000249141	4	1	7	0
ENSG00000249142	0	1	1	0
ENSG00000249145	0	0	0	0
ENSG00000249148	0	0	0	1
ENSG00000249149	1	3	3	2
ENSG00000249150	0	0	0	0
ENSG00000249152	0	0	0	0
ENSG00000249153	0	1	0	0
ENSG00000249156	0	0	2	0
ENSG00000249157	0	0	0	0
ENSG00000249158	0	0	0	0
ENSG00000249159	0	0	0	0
ENSG00000249160	0	0	0	0
ENSG00000249162	0	0	0	0
ENSG00000249163	0	0	0	0
ENSG00000249166	0	0	0	0
ENSG00000249167	0	0	0	0
ENSG00000249169	0	0	0	0
ENSG00000249170	0	0	0	0
ENSG00000249171	0	1	1	0
ENSG00000249173	0	0	0	0
ENSG00000249174	0	0	1	0
ENSG00000249175	0	0	0	0
ENSG00000249176	1	0	0	0
ENSG00000249177	0	0	0	0
ENSG00000249180	0	0	1	0
ENSG00000249183	0	0	0	0
ENSG00000249184	0	0	0	0
ENSG00000249186	0	0	0	0
ENSG00000249188	0	0	0	0
ENSG00000249189	0	0	0	0
ENSG00000249191	0	0	0	0
ENSG00000249192	0	0	0	0
ENSG00000249193	3	4	2	3
ENSG00000249196	0	0	0	0
ENSG00000249197	0	0	0	0
ENSG00000249198	0	0	2	0
ENSG00000249199	0	0	0	0
ENSG00000249200	0	0	0	1
ENSG00000249201	3	2	0	2
ENSG00000249203	0	0	0	0
ENSG00000249206	0	0	0	0
ENSG00000249207	0	0	0	2
ENSG00000249209	0	0	1	0
ENSG00000249210	4	6	1	1
ENSG00000249212	0	0	0	1
ENSG00000249213	0	0	0	0
ENSG00000249215	3	2	4	2
ENSG00000249216	0	0	0	0
ENSG00000249219	0	0	0	0
ENSG00000249222	3	4	2	5
ENSG00000249225	0	0	0	0
ENSG00000249226	0	0	0	0
ENSG00000249228	10	15	6	18
ENSG00000249229	0	0	0	0
ENSG00000249230	0	0	0	0
ENSG00000249231	0	0	0	0
ENSG00000249234	0	0	0	0
ENSG00000249235	0	0	0	0
ENSG00000249236	0	0	0	0
ENSG00000249237	0	0	0	0
ENSG00000249238	0	0	0	0
ENSG00000249239	0	0	0	0
ENSG00000249240	0	1	0	0
ENSG00000249241	1	3	0	0
ENSG00000249242	46	48	49	55
ENSG00000249244	2	1	2	1
ENSG00000249245	1	0	0	0
ENSG00000249247	0	0	0	0
ENSG00000249249	0	1	0	0
ENSG00000249252	3	1	0	1
ENSG00000249253	0	0	0	0
ENSG00000249255	0	0	0	0
ENSG00000249256	0	1	0	1
ENSG00000249257	0	0	0	0
ENSG00000249258	0	0	0	3
ENSG00000249259	0	0	0	0
ENSG00000249261	0	0	0	0
ENSG00000249262	0	0	0	0
ENSG00000249263	0	0	0	0
ENSG00000249264	208	230	188	163
ENSG00000249265	0	0	0	0
ENSG00000249266	0	0	0	0
ENSG00000249267	10	6	10	7
ENSG00000249269	2	2	2	0
ENSG00000249270	0	0	0	0
ENSG00000249271	11	4	12	9
ENSG00000249272	0	0	0	1
ENSG00000249274	15	7	12	15
ENSG00000249275	2	1	2	3
ENSG00000249276	0	0	0	0
ENSG00000249277	0	0	0	0
ENSG00000249278	0	0	0	0
ENSG00000249279	1	1	5	3
ENSG00000249282	0	0	0	0
ENSG00000249283	0	0	0	0
ENSG00000249284	0	0	0	0
ENSG00000249285	0	0	0	0
ENSG00000249286	2	10	4	4
ENSG00000249287	0	0	0	0
ENSG00000249288	0	0	0	0
ENSG00000249289	0	0	0	0
ENSG00000249290	0	0	0	0
ENSG00000249293	0	0	2	0
ENSG00000249295	0	0	0	0
ENSG00000249297	0	0	0	0
ENSG00000249301	0	0	0	0
ENSG00000249302	0	0	0	0
ENSG00000249304	0	0	0	0
ENSG00000249305	0	0	0	0
ENSG00000249306	1	2	2	3
ENSG00000249307	25	43	31	17
ENSG00000249309	0	0	3	0
ENSG00000249310	2	2	0	1
ENSG00000249311	0	1	0	0
ENSG00000249312	0	1	0	0
ENSG00000249316	3	3	1	1
ENSG00000249317	0	0	0	0
ENSG00000249318	0	0	0	0
ENSG00000249319	0	0	0	0
ENSG00000249320	0	2	1	1
ENSG00000249321	0	0	0	0
ENSG00000249326	1	1	1	3
ENSG00000249328	1	2	0	3
ENSG00000249330	0	0	0	0
ENSG00000249332	0	0	0	0
ENSG00000249333	0	0	0	0
ENSG00000249334	0	1	0	1
ENSG00000249335	0	0	0	0
ENSG00000249337	2	0	0	0
ENSG00000249338	0	0	0	0
ENSG00000249341	1	4	3	1
ENSG00000249343	0	0	0	0
ENSG00000249345	0	0	0	0
ENSG00000249346	1	2	11	0
ENSG00000249347	0	0	0	0
ENSG00000249348	186	207	189	168
ENSG00000249349	2	1	3	4
ENSG00000249351	0	0	0	0
ENSG00000249352	0	1	1	0
ENSG00000249353	7	9	6	7
ENSG00000249359	2	2	1	1
ENSG00000249360	1	0	0	0
ENSG00000249362	0	0	0	0
ENSG00000249363	1	0	0	0
ENSG00000249364	0	0	3	1
ENSG00000249365	0	0	0	0
ENSG00000249367	0	1	1	0
ENSG00000249368	0	0	0	0
ENSG00000249372	0	0	0	0
ENSG00000249373	0	0	0	0
ENSG00000249375	4	4	3	0
ENSG00000249378	37	53	29	50
ENSG00000249379	0	0	0	0
ENSG00000249380	0	0	0	0
ENSG00000249381	7	4	7	5
ENSG00000249382	0	0	1	0
ENSG00000249383	2	3	2	3
ENSG00000249386	0	0	0	0
ENSG00000249387	0	0	0	0
ENSG00000249388	0	0	0	0
ENSG00000249392	3	3	0	1
ENSG00000249395	46	48	42	47
ENSG00000249396	0	0	0	0
ENSG00000249400	0	0	0	0
ENSG00000249403	0	0	0	0
ENSG00000249404	0	0	0	0
ENSG00000249405	1	0	0	1
ENSG00000249406	0	1	0	5
ENSG00000249407	0	0	0	0
ENSG00000249409	61	40	64	68
ENSG00000249410	0	0	0	0
ENSG00000249411	0	0	0	0
ENSG00000249412	0	0	0	0
ENSG00000249413	2	5	2	4
ENSG00000249416	0	0	0	0
ENSG00000249417	0	2	0	0
ENSG00000249418	0	0	0	0
ENSG00000249419	0	2	1	0
ENSG00000249421	0	0	0	0
ENSG00000249423	1	0	1	0
ENSG00000249425	0	0	0	0
ENSG00000249426	0	0	0	0
ENSG00000249429	7	11	14	6
ENSG00000249433	0	0	0	0
ENSG00000249435	0	0	0	0
ENSG00000249436	0	1	0	0
ENSG00000249437	419	468	678	626
ENSG00000249438	0	0	0	1
ENSG00000249439	0	0	0	0
ENSG00000249441	0	0	0	0
ENSG00000249443	0	0	0	0
ENSG00000249444	0	0	0	0
ENSG00000249446	0	0	0	0
ENSG00000249448	0	0	0	0
ENSG00000249449	0	0	0	0
ENSG00000249451	0	0	0	0
ENSG00000249452	0	0	0	0
ENSG00000249453	0	0	0	0
ENSG00000249454	0	0	0	0
ENSG00000249456	23	18	11	19
ENSG00000249458	0	0	0	0
ENSG00000249459	22	31	27	28
ENSG00000249460	0	0	0	0
ENSG00000249462	0	0	0	0
ENSG00000249463	0	0	1	1
ENSG00000249464	11	16	12	3
ENSG00000249465	1	0	1	1
ENSG00000249467	0	0	0	0
ENSG00000249471	285	258	240	221
ENSG00000249472	0	0	0	0
ENSG00000249474	0	3	0	2
ENSG00000249476	28	34	39	23
ENSG00000249478	0	0	0	0
ENSG00000249479	0	0	0	0
ENSG00000249481	0	0	0	0
ENSG00000249482	0	0	0	0
ENSG00000249483	0	2	0	0
ENSG00000249484	4	6	6	6
ENSG00000249485	9	12	12	5
ENSG00000249486	0	0	0	0
ENSG00000249487	0	2	0	0
ENSG00000249488	0	0	0	0
ENSG00000249489	0	1	0	2
ENSG00000249490	1	0	0	0
ENSG00000249491	0	0	0	0
ENSG00000249492	2	2	2	4
ENSG00000249493	2	6	12	3
ENSG00000249494	2	2	1	0
ENSG00000249495	0	0	0	0
ENSG00000249497	0	0	0	0
ENSG00000249500	6	8	3	6
ENSG00000249501	0	0	0	0
ENSG00000249502	5	3	4	0
ENSG00000249503	0	0	0	0
ENSG00000249504	0	0	0	0
ENSG00000249505	0	0	0	0
ENSG00000249506	0	2	4	1
ENSG00000249509	0	0	0	0
ENSG00000249510	0	0	0	0
ENSG00000249513	1	2	0	0
ENSG00000249514	0	0	0	0
ENSG00000249515	0	0	0	0
ENSG00000249516	0	0	0	0
ENSG00000249518	0	0	0	0
ENSG00000249519	0	0	0	0
ENSG00000249520	0	0	0	0
ENSG00000249521	0	0	0	0
ENSG00000249522	0	0	0	0
ENSG00000249525	0	0	0	0
ENSG00000249526	1	0	1	0
ENSG00000249531	0	0	0	0
ENSG00000249532	1	4	2	0
ENSG00000249534	0	0	0	0
ENSG00000249539	0	0	1	3
ENSG00000249540	0	0	0	0
ENSG00000249541	0	0	0	0
ENSG00000249542	0	0	0	0
ENSG00000249545	0	0	0	0
ENSG00000249547	0	0	0	0
ENSG00000249550	2	1	2	1
ENSG00000249551	0	1	0	1
ENSG00000249553	0	0	0	0
ENSG00000249555	0	0	0	0
ENSG00000249557	0	0	0	0
ENSG00000249558	0	0	0	0
ENSG00000249562	0	0	0	0
ENSG00000249563	0	0	0	0
ENSG00000249564	0	0	0	0
ENSG00000249565	2	0	4	7
ENSG00000249568	0	0	0	0
ENSG00000249572	24	39	36	36
ENSG00000249574	0	0	0	0
ENSG00000249577	1	0	1	2
ENSG00000249579	0	0	0	0
ENSG00000249580	0	0	0	0
ENSG00000249581	0	0	0	0
ENSG00000249582	0	0	0	0
ENSG00000249584	1	3	3	2
ENSG00000249588	0	0	0	0
ENSG00000249590	0	0	0	0
ENSG00000249592	110	120	98	110
ENSG00000249593	0	3	2	2
ENSG00000249599	0	0	4	0
ENSG00000249600	0	0	0	0
ENSG00000249601	0	0	0	0
ENSG00000249602	2	2	3	0
ENSG00000249604	7	10	2	5
ENSG00000249605	0	0	0	0
ENSG00000249606	0	0	0	0
ENSG00000249607	0	0	0	0
ENSG00000249609	0	0	0	0
ENSG00000249610	0	0	0	0
ENSG00000249613	0	0	0	0
ENSG00000249614	78	92	73	81
ENSG00000249616	0	0	0	4
ENSG00000249617	0	2	0	0
ENSG00000249618	2	0	1	1
ENSG00000249619	0	0	0	0
ENSG00000249620	0	0	0	0
ENSG00000249621	0	2	0	1
ENSG00000249623	0	0	0	0
ENSG00000249624	0	0	0	0
ENSG00000249626	9	10	8	6
ENSG00000249627	0	0	0	0
ENSG00000249628	1	5	1	5
ENSG00000249631	0	0	0	4
ENSG00000249633	0	0	0	1
ENSG00000249634	0	0	0	0
ENSG00000249635	4	5	7	3
ENSG00000249637	9	17	9	17
ENSG00000249638	0	0	0	0
ENSG00000249639	10	15	14	19
ENSG00000249641	0	0	0	0
ENSG00000249642	0	0	0	0
ENSG00000249645	0	0	0	0
ENSG00000249646	15	11	13	9
ENSG00000249647	0	0	0	0
ENSG00000249649	0	0	0	0
ENSG00000249650	1	1	0	2
ENSG00000249654	0	0	0	0
ENSG00000249655	23	11	20	22
ENSG00000249658	0	0	0	0
ENSG00000249661	3	4	6	2
ENSG00000249662	0	4	2	0
ENSG00000249664	3	1	1	2
ENSG00000249667	2	2	0	3
ENSG00000249668	0	0	0	0
ENSG00000249669	20	25	33	22
ENSG00000249673	237	315	305	343
ENSG00000249675	1	1	0	2
ENSG00000249678	0	0	0	0
ENSG00000249679	0	0	0	0
ENSG00000249680	0	0	0	0
ENSG00000249681	0	0	0	0
ENSG00000249684	22	27	34	24
ENSG00000249685	5	5	7	8
ENSG00000249686	0	0	0	0
ENSG00000249688	0	0	0	0
ENSG00000249689	0	0	0	0
ENSG00000249690	1	0	0	0
ENSG00000249691	0	0	0	0
ENSG00000249692	0	0	0	0
ENSG00000249693	1	3	1	0
ENSG00000249695	0	0	3	0
ENSG00000249697	0	0	0	0
ENSG00000249698	0	0	0	0
ENSG00000249699	10	21	9	10
ENSG00000249700	16	30	29	18
ENSG00000249706	0	0	0	0
ENSG00000249708	0	0	0	0
ENSG00000249709	21	21	6	9
ENSG00000249710	0	0	0	0
ENSG00000249713	0	0	0	0
ENSG00000249715	1	1	0	3
ENSG00000249717	0	0	0	0
ENSG00000249721	0	0	0	0
ENSG00000249722	0	0	0	0
ENSG00000249725	0	0	0	0
ENSG00000249726	0	0	0	0
ENSG00000249727	0	0	0	0
ENSG00000249729	0	0	0	0
ENSG00000249730	0	0	0	0
ENSG00000249731	90	119	107	108
ENSG00000249734	0	0	0	0
ENSG00000249735	0	0	0	0
ENSG00000249736	0	0	3	1
ENSG00000249737	0	0	0	0
ENSG00000249738	7	8	10	9
ENSG00000249740	1	0	3	1
ENSG00000249741	12	25	15	9
ENSG00000249742	0	0	0	0
ENSG00000249743	0	1	1	1
ENSG00000249744	0	0	0	0
ENSG00000249745	0	0	0	0
ENSG00000249746	0	0	0	0
ENSG00000249747	0	2	3	0
ENSG00000249748	0	0	0	0
ENSG00000249751	0	0	0	1
ENSG00000249752	0	0	0	0
ENSG00000249753	0	0	1	0
ENSG00000249754	0	0	0	0
ENSG00000249755	0	0	0	1
ENSG00000249761	0	0	0	0
ENSG00000249763	0	0	0	0
ENSG00000249764	0	0	0	0
ENSG00000249766	0	0	0	0
ENSG00000249767	0	0	0	0
ENSG00000249768	3	3	1	6
ENSG00000249770	0	0	0	0
ENSG00000249771	0	2	0	0
ENSG00000249772	0	0	0	0
ENSG00000249773	0	0	0	0
ENSG00000249774	0	0	0	0
ENSG00000249776	0	0	0	0
ENSG00000249777	0	0	0	0
ENSG00000249778	0	0	0	0
ENSG00000249779	1	2	4	3
ENSG00000249780	1	1	0	1
ENSG00000249781	4	0	2	3
ENSG00000249782	0	0	0	0
ENSG00000249784	1	9	5	3
ENSG00000249785	0	0	0	0
ENSG00000249786	10	7	4	4
ENSG00000249787	0	0	0	0
ENSG00000249790	41	39	22	31
ENSG00000249791	0	0	1	0
ENSG00000249792	1	0	2	2
ENSG00000249795	0	0	0	0
ENSG00000249797	0	0	0	0
ENSG00000249798	0	0	0	0
ENSG00000249799	0	0	0	0
ENSG00000249803	1	7	1	0
ENSG00000249806	0	0	2	0
ENSG00000249807	4	7	4	5
ENSG00000249808	0	0	0	0
ENSG00000249811	0	0	0	0
ENSG00000249815	1	1	0	0
ENSG00000249816	1	1	1	3
ENSG00000249818	0	0	0	0
ENSG00000249819	0	0	0	0
ENSG00000249820	0	0	0	0
ENSG00000249825	0	3	4	1
ENSG00000249828	0	0	0	0
ENSG00000249829	0	0	0	0
ENSG00000249830	0	0	0	0
ENSG00000249831	0	0	0	0
ENSG00000249833	1	0	0	0
ENSG00000249834	0	0	0	0
ENSG00000249835	0	0	0	0
ENSG00000249837	0	0	0	0
ENSG00000249838	0	0	0	1
ENSG00000249839	3	5	2	2
ENSG00000249840	2	0	1	0
ENSG00000249842	0	0	0	0
ENSG00000249843	0	0	0	0
ENSG00000249844	0	1	0	0
ENSG00000249846	12	20	14	13
ENSG00000249847	0	0	0	0
ENSG00000249848	0	0	0	0
ENSG00000249849	0	0	0	0
ENSG00000249850	4	7	3	5
ENSG00000249851	0	0	0	0
ENSG00000249852	0	0	0	0
ENSG00000249853	1	1	0	0
ENSG00000249854	0	0	0	0
ENSG00000249855	73	91	58	92
ENSG00000249856	0	0	0	0
ENSG00000249857	0	0	0	0
ENSG00000249858	0	0	2	1
ENSG00000249859	396	421	346	365
ENSG00000249860	0	0	0	0
ENSG00000249861	0	0	0	0
ENSG00000249863	76	102	59	61
ENSG00000249865	0	0	0	0
ENSG00000249866	0	0	0	0
ENSG00000249867	0	1	0	0
ENSG00000249868	0	0	0	0
ENSG00000249869	0	0	0	0
ENSG00000249870	0	0	0	0
ENSG00000249873	0	0	0	0
ENSG00000249875	0	0	0	0
ENSG00000249876	0	0	2	0
ENSG00000249877	0	0	0	0
ENSG00000249878	0	0	0	0
ENSG00000249881	1	2	3	7
ENSG00000249882	0	0	0	0
ENSG00000249883	0	0	0	0
ENSG00000249884	1	0	0	0
ENSG00000249885	0	0	0	0
ENSG00000249887	0	0	0	0
ENSG00000249888	0	0	0	0
ENSG00000249889	0	0	0	0
ENSG00000249890	0	0	0	0
ENSG00000249891	0	0	0	0
ENSG00000249892	2	2	2	2
ENSG00000249893	0	0	0	0
ENSG00000249894	0	0	0	0
ENSG00000249896	4	11	18	5
ENSG00000249898	35	34	29	30
ENSG00000249899	0	0	0	0
ENSG00000249901	0	0	0	0
ENSG00000249904	0	0	0	0
ENSG00000249906	6	1	2	4
ENSG00000249908	1	3	2	4
ENSG00000249909	0	0	0	0
ENSG00000249910	0	1	0	0
ENSG00000249912	0	0	0	0
ENSG00000249915	3612	3871	3521	3472
ENSG00000249916	0	0	0	0
ENSG00000249917	0	0	0	1
ENSG00000249919	0	0	0	0
ENSG00000249920	1	3	3	1
ENSG00000249921	1	0	0	0
ENSG00000249923	22	19	17	15
ENSG00000249924	0	0	0	0
ENSG00000249926	0	0	0	0
ENSG00000249927	0	0	0	0
ENSG00000249928	0	0	0	0
ENSG00000249930	0	0	0	0
ENSG00000249931	35	34	32	18
ENSG00000249934	0	0	0	0
ENSG00000249936	4	2	1	2
ENSG00000249937	30	25	32	28
ENSG00000249941	0	0	0	0
ENSG00000249942	0	0	0	1
ENSG00000249943	0	0	0	0
ENSG00000249944	0	0	0	0
ENSG00000249945	0	0	0	0
ENSG00000249947	2	4	2	3
ENSG00000249948	0	0	0	0
ENSG00000249950	0	0	0	0
ENSG00000249951	0	0	0	0
ENSG00000249955	0	0	0	0
ENSG00000249956	0	0	0	0
ENSG00000249958	0	0	0	0
ENSG00000249959	0	0	2	0
ENSG00000249960	0	0	0	0
ENSG00000249961	8	14	12	12
ENSG00000249962	0	0	0	0
ENSG00000249963	0	0	0	0
ENSG00000249965	0	0	0	0
ENSG00000249966	0	0	0	0
ENSG00000249967	0	0	0	0
ENSG00000249970	0	0	0	0
ENSG00000249971	2	0	0	3
ENSG00000249973	0	0	0	0
ENSG00000249975	0	0	0	0
ENSG00000249976	0	0	0	0
ENSG00000249977	0	0	0	0
ENSG00000249978	25	19	29	29
ENSG00000249981	0	0	0	0
ENSG00000249982	0	0	0	0
ENSG00000249984	0	0	0	0
ENSG00000249985	0	0	0	0
ENSG00000249986	0	0	0	1
ENSG00000249987	0	2	1	0
ENSG00000249988	0	0	0	0
ENSG00000249990	0	0	0	0
ENSG00000249992	213	213	143	145
ENSG00000249993	0	0	0	0
ENSG00000249994	0	2	0	0
ENSG00000249995	0	0	0	0
ENSG00000249996	3	1	2	4
ENSG00000249997	0	0	0	0
ENSG00000249998	0	0	0	0
ENSG00000250001	0	0	0	0
ENSG00000250003	0	0	0	0
ENSG00000250006	0	0	0	0
ENSG00000250007	0	3	5	0
ENSG00000250011	0	2	0	1
ENSG00000250012	1	5	5	2
ENSG00000250013	0	0	0	0
ENSG00000250015	0	0	0	0
ENSG00000250016	0	0	0	0
ENSG00000250017	0	1	0	1
ENSG00000250020	0	0	0	0
ENSG00000250021	0	0	0	0
ENSG00000250024	0	0	0	0
ENSG00000250025	3	0	0	0
ENSG00000250026	4	8	8	6
ENSG00000250027	0	0	0	0
ENSG00000250030	0	0	0	0
ENSG00000250031	1	0	1	0
ENSG00000250032	0	0	0	0
ENSG00000250033	0	0	0	1
ENSG00000250034	0	0	0	0
ENSG00000250036	0	0	0	0
ENSG00000250037	0	0	0	4
ENSG00000250038	0	0	0	2
ENSG00000250039	3	0	0	0
ENSG00000250040	0	0	0	0
ENSG00000250041	4	3	9	4
ENSG00000250042	0	0	0	0
ENSG00000250043	1	0	0	0
ENSG00000250045	0	0	0	0
ENSG00000250046	0	0	0	0
ENSG00000250048	0	0	0	0
ENSG00000250049	4	3	5	1
ENSG00000250050	4	5	0	1
ENSG00000250053	0	0	0	0
ENSG00000250056	0	0	0	2
ENSG00000250057	14	8	11	14
ENSG00000250060	0	0	0	0
ENSG00000250061	4	4	3	1
ENSG00000250062	0	0	0	0
ENSG00000250064	0	0	2	0
ENSG00000250066	0	0	0	0
ENSG00000250067	252	290	268	304
ENSG00000250068	1	1	0	1
ENSG00000250069	25	37	28	35
ENSG00000250071	0	0	1	0
ENSG00000250072	0	1	0	0
ENSG00000250073	2	2	2	3
ENSG00000250074	0	0	0	0
ENSG00000250075	8	5	12	8
ENSG00000250076	0	0	0	1
ENSG00000250078	0	0	0	0
ENSG00000250079	0	0	0	0
ENSG00000250080	0	0	0	0
ENSG00000250081	17	18	14	16
ENSG00000250082	0	0	0	0
ENSG00000250084	0	0	0	0
ENSG00000250088	0	0	0	0
ENSG00000250090	0	0	0	0
ENSG00000250091	20	12	22	15
ENSG00000250092	0	0	0	0
ENSG00000250095	0	0	0	0
ENSG00000250098	0	1	0	0
ENSG00000250099	0	0	0	0
ENSG00000250100	0	0	1	1
ENSG00000250101	0	0	0	1
ENSG00000250102	3	2	9	5
ENSG00000250103	0	0	0	0
ENSG00000250105	0	0	0	0
ENSG00000250106	0	0	0	0
ENSG00000250107	0	0	0	0
ENSG00000250111	0	0	0	0
ENSG00000250114	0	0	0	0
ENSG00000250115	0	2	0	0
ENSG00000250116	0	0	1	0
ENSG00000250118	0	0	0	0
ENSG00000250120	15	9	8	15
ENSG00000250122	1	2	0	0
ENSG00000250124	0	0	0	0
ENSG00000250125	0	0	0	1
ENSG00000250126	0	0	0	0
ENSG00000250127	20	13	20	14
ENSG00000250129	1	1	0	0
ENSG00000250130	14	25	15	16
ENSG00000250131	3	7	1	10
ENSG00000250132	40	43	52	41
ENSG00000250133	0	0	0	0
ENSG00000250135	0	0	0	0
ENSG00000250137	0	2	0	0
ENSG00000250138	7	20	37	28
ENSG00000250140	0	0	1	1
ENSG00000250141	0	0	0	0
ENSG00000250144	13	30	16	12
ENSG00000250145	0	0	0	0
ENSG00000250147	0	0	0	0
ENSG00000250148	0	0	0	0
ENSG00000250149	0	0	0	0
ENSG00000250150	0	0	0	0
ENSG00000250151	0	0	0	0
ENSG00000250155	13	11	15	12
ENSG00000250156	0	0	0	0
ENSG00000250158	0	0	0	0
ENSG00000250159	48	47	43	34
ENSG00000250161	0	0	0	0
ENSG00000250162	0	0	0	0
ENSG00000250164	0	0	0	0
ENSG00000250166	0	0	3	0
ENSG00000250167	2	1	4	1
ENSG00000250169	0	0	0	0
ENSG00000250170	0	1	1	0
ENSG00000250173	2	0	1	2
ENSG00000250174	0	0	0	0
ENSG00000250180	0	0	0	0
ENSG00000250182	106	139	82	86
ENSG00000250183	0	0	0	0
ENSG00000250185	0	0	0	0
ENSG00000250186	1	14	6	7
ENSG00000250189	4	1	7	1
ENSG00000250190	0	0	0	0
ENSG00000250191	0	0	0	0
ENSG00000250192	0	0	1	0
ENSG00000250193	0	0	0	0
ENSG00000250194	0	0	0	0
ENSG00000250195	0	2	2	1
ENSG00000250197	0	2	0	1
ENSG00000250198	3	3	5	4
ENSG00000250200	0	0	0	0
ENSG00000250202	0	0	1	0
ENSG00000250204	0	0	0	0
ENSG00000250205	0	0	0	0
ENSG00000250207	0	0	0	0
ENSG00000250208	2	6	2	8
ENSG00000250210	0	0	0	0
ENSG00000250213	0	0	0	0
ENSG00000250214	0	0	0	0
ENSG00000250215	0	0	0	0
ENSG00000250218	0	0	0	0
ENSG00000250219	0	0	0	0
ENSG00000250220	9	5	7	6
ENSG00000250221	0	0	0	0
ENSG00000250222	10	14	22	15
ENSG00000250223	0	0	0	0
ENSG00000250227	0	0	0	0
ENSG00000250229	0	0	0	0
ENSG00000250230	0	0	0	0
ENSG00000250231	0	0	0	0
ENSG00000250234	0	0	0	0
ENSG00000250237	0	0	0	0
ENSG00000250238	0	0	0	0
ENSG00000250240	4	0	2	3
ENSG00000250241	5	4	3	4
ENSG00000250242	0	0	0	0
ENSG00000250243	0	0	0	0
ENSG00000250244	0	0	0	0
ENSG00000250247	0	0	0	0
ENSG00000250249	0	0	0	0
ENSG00000250250	0	0	0	0
ENSG00000250251	128	180	103	107
ENSG00000250252	0	0	0	0
ENSG00000250253	0	0	0	0
ENSG00000250254	0	0	0	2
ENSG00000250256	0	0	0	0
ENSG00000250257	0	0	0	0
ENSG00000250258	0	4	2	4
ENSG00000250259	0	0	0	0
ENSG00000250260	1	0	2	3
ENSG00000250261	0	0	1	0
ENSG00000250263	0	0	0	0
ENSG00000250264	0	0	0	0
ENSG00000250266	0	0	0	0
ENSG00000250267	1	1	1	0
ENSG00000250268	0	0	0	0
ENSG00000250271	0	1	0	0
ENSG00000250272	0	0	0	0
ENSG00000250273	0	1	0	0
ENSG00000250274	1	0	0	0
ENSG00000250277	0	1	0	1
ENSG00000250280	0	0	1	1
ENSG00000250282	0	0	0	0
ENSG00000250284	0	0	0	0
ENSG00000250286	0	3	2	5
ENSG00000250289	0	0	0	0
ENSG00000250290	8	9	4	8
ENSG00000250292	0	0	0	0
ENSG00000250293	0	0	0	0
ENSG00000250295	0	1	0	0
ENSG00000250298	0	0	0	0
ENSG00000250299	6	10	9	3
ENSG00000250300	0	0	0	0
ENSG00000250302	0	0	0	0
ENSG00000250303	11	7	8	11
ENSG00000250304	0	0	0	0
ENSG00000250305	23	24	15	17
ENSG00000250306	0	1	0	0
ENSG00000250307	0	0	0	0
ENSG00000250308	0	0	0	0
ENSG00000250309	0	0	0	0
ENSG00000250310	0	0	0	0
ENSG00000250312	184	208	184	201
ENSG00000250313	0	0	0	0
ENSG00000250315	0	0	0	0
ENSG00000250316	0	0	0	0
ENSG00000250317	404	465	382	337
ENSG00000250318	8	18	20	17
ENSG00000250319	0	0	0	0
ENSG00000250320	0	0	2	1
ENSG00000250321	0	0	0	0
ENSG00000250322	0	0	0	0
ENSG00000250324	0	0	0	0
ENSG00000250325	0	0	0	0
ENSG00000250326	4	3	3	7
ENSG00000250327	0	0	0	0
ENSG00000250328	0	3	2	4
ENSG00000250329	0	0	0	1
ENSG00000250330	0	0	0	0
ENSG00000250331	1	2	0	0
ENSG00000250332	0	0	0	0
ENSG00000250333	0	0	0	0
ENSG00000250334	0	1	5	2
